ID,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,TaxonLevel,Extinct?,OriginalName,ValidName,Author,Date,ActualDate,CitationName,CitationVolume,CitationIssue,CitationPages,CitationType,TypeSpecies,CommonName,TypeLocality,Distribution,Status,Synonyms,Comments,File,SortOrder,DisplayOrder
13800936,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,hilli,,SPECIES,FALSE,,YES,Kitchener,1980,,Rec. W. Aust. Mus.,8,,162,,,Hill's Tomb Bat,"Australia, Western Australia, Hamersley range, near Mt. Bruce.","Western Australia, South Australia, and Northern Territory.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,,Subgenus <i>Taphozous</i>. Reviewed by Chimimba and Kitchener (1991).,38,38-00936,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0936
13800937,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,kapalgensis,,SPECIES,FALSE,,YES,McKean and Friend,1979,,Vict. Nat.,96,,239,,,Arnhem Tomb Bat,"Australia, Northern Territory, S Alligator River, near Rookery Point, Kapalga.",Northern Territory (Australia).,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,Subgenus <i>Taphozous</i>. Reviewed by Chimimba and Kitchener (1991).,38,38-00937,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0937
13800938,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,longimanus,,SPECIES,FALSE,,YES,Hardwicke,1825,,Trans. Linn. Soc. Lond.,14,,525,,,Long-winged Tomb Bat,"India, Bengal, Calcutta.","Sri Lanka; India and Bangladesh to Burma, Cambodia, and Thailand; Peninsular Malaysia; Sumatra, Borneo, Java, Bali, Sumbawa, and Flores (Indonesia).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>brevicaudus</i>  Blyth, 1841; <i>cantorii</i> Blyth, 1842; <i>fulvidus</i> Blyth, 1841; <b><i>albipinnis</i></b> Thomas, 1898; <b><i>kampenii</i></b> Jentink, 1907; <b><i>leucopleurus</i></b> Dobson, 1875.",Subgenus <i>Taphozous</i>. Reviewed in part by Bates et al. (1994) and Bates and Harrison (1997).,38,38-00938,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0938
13800939,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,longimanus,longimanus,SUBSPECIES,FALSE,,YES,Hardwicke,1825,,Trans. Linn. Soc. Lond.,14,,525,,,,"India, Bengal, Calcutta.",,,,,38,38-00939,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0938-0939
13800940,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,longimanus,albipinnis,SUBSPECIES,FALSE,,YES,Thomas,1898,,,,,,,,,,,,,,38,38-00940,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0938-0940
13800941,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,longimanus,kampenii,SUBSPECIES,FALSE,,YES,Jentink,1907,,,,,,,,,,,,,,38,38-00941,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0938-0941
13800942,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,longimanus,leucopleurus,SUBSPECIES,FALSE,,YES,Dobson,1875,,,,,,,,,,,,,,38,38-00942,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0938-0942
13800943,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,mauritianus,,SPECIES,FALSE,,YES,E. Geoffroy,1818,,Descrip. de L'Egypte,2,,127,,,Mauritian Tomb Bat,Mauritius.,South Africa to Sudan and Somalia to Senegal; Mauritius and Réunion Isls (Mascarene Isls); São Tomé and Princepe; Madagascar; Assumption Isl and Aldabra Isl.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>cinerascens</i>  Seabra, 1900; <i>dobsoni</i> Jentink, 1879; <i>leucopterus</i> Temminck, 1835.",Subgenus <i>Taphozous</i>. Reviewed in part by Peterson et al. (1995); also see Taylor (2000<i>a</i>).,38,38-00943,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0943
13800944,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,melanopogon,,SPECIES,FALSE,,YES,Temminck,1841,,Monogr. Mamm.,2,,287,,,Black-bearded Tomb Bat,"Indonesia, W Java, Bantam.","Sri Lanka; India; Burma; Thailand; Laos; Cambodia; Vietnam; S China; Malay Peninsula and adjacent islands; Borneo; Sumatra, Java, Lombok, Sumbawa, Moyo, Alor, Timor, and Sulawesi (Indonesia), Philippines.",IUCN 2003 – Lower Risk (lc); IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>T. melanopogon </i>and <i>T. solifer.</i>,"<b><i>bicolor</i> </b> Temminck, 1841; <b><i>cavaticus</i></b> Hollister, 1913; <b><i>fretensis</i></b> Thomas, 1916; <b><i>phillipinensis</i></b> Waterhouse, 1845; <i>solifer</i> Hollister, 1913.","Subgenus <i>Taphozous</i>. Does not includes <i>achates</i>; see Kitchener et al. (1993<i>b</i>). Includes <i>phillipinensis</i>; see Heaney et al. (1987, 1998) and Corbet and Hill (1992). Reviewed in part by Bates et al. (1994) and Bates and Harrison (1997); also see Flannery (1995<i>b</i>). Rediagnosed by Kitchener et al. (1993<i>b</i>). Sulawesi and Kei populations have not be allocated to subspecies.",38,38-00944,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0944
13800945,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,melanopogon,melanopogon,SUBSPECIES,FALSE,,YES,Temminck,1841,,Monogr. Mamm.,2,,287,,,,"Indonesia, W Java, Bantam.",,,<b><i>&nbsp;</i> </b>,,38,38-00945,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0944-0945
13800946,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,melanopogon,bicolor,SUBSPECIES,FALSE,,YES,Temminck,1841,,,,,,,,,,,,,,38,38-00946,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0944-0946
13800947,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,melanopogon,cavaticus,SUBSPECIES,FALSE,,YES,Hollister,1913,,,,,,,,,,,,,,38,38-00947,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0944-0947
13800948,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,melanopogon,fretensis,SUBSPECIES,FALSE,,YES,Thomas,1916,,,,,,,,,,,,,,38,38-00948,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0944-0948
13800949,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Taphozous,melanopogon,phillipinensis,SUBSPECIES,FALSE,,YES,Waterhouse,1845,,,,,,,,,,,,,,38,38-00949,38-0001-0000-0000-0000-0914-0915-0000-0926-0927-0944-0949
13800950,CHIROPTERA,,,,Emballonuridae,Taphozoinae,,Taphozous,Liponycteris,nudiventris,,SPECIES,FALSE,,YES,Cretzschmar,1830,,"<i>In</i> Rüppell, Atlas Reise Nördl. Afr., Zool. Säugeth.",,,70,,,Naked-rumped Tomb Bat,"Egypt, Giza.","Mauritania, Senegal, and Guinea-Bissau to Djibouti, Egypt, Jordan, and NE Turkey, south to Tanzania and east to Burma.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>assabensis</i>  Monticelli, 1885; <i>nudiventer</i> Temminck, 1841; <b><i>kachhensis</i></b> Dobson, 1872; <b><i>magnus</i></b> Wettstein, 1913; <i>babylonicus</i> Thomas, 1915; <b><i>nudaster</i></b> Thomas, 1915; <b><i>zayidi </i></b>Harrison, 1955. <u>Not allocated to subspecies</u>: <i>serratus</i> Heuglin, 1877 [see comments].","Subgenus <i>Liponycteris</i>. Includes <i>kachhensis</i>; see Felten (1962) and Bates and Harrison (1997). Formerly included in genus <i>Liponycteris</i>; see Hayman and Hill (1977). Reviewed in part by Bates et al. (1994) as <i>kachhensis</i>. Also see Harrison and Bates (1991). May include <i>serratus</i> Heuglin, 1877, an enigmatic taxon variously referred to either <i>Taphozous</i> <i>nudiventris</i> (e.g., G. M. Allen, 1939; Koopman, 1993) or <i>Scotophilus</i> <i>leucogaster</i> (e.g., G. M. Allen, 1939; Koopman, 1975) but which may not represent either of those species.",38,38-00950,38-0001-0000-0000-0000-0914-0915-0000-0926-0928-0950
