ID,Order,Suborder,Infraorder,Superfamily,Family,Subfamily,Tribe,Genus,Subgenus,Species,Subspecies,TaxonLevel,Extinct?,OriginalName,ValidName,Author,Date,ActualDate,CitationName,CitationVolume,CitationIssue,CitationPages,CitationType,TypeSpecies,CommonName,TypeLocality,Distribution,Status,Synonyms,Comments,File,SortOrder,DisplayOrder
13801657,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,molossus,SUBSPECIES,FALSE,,YES,Pallas,1766,,Misc. Zool.,,,49-50,,,,"France, Martinique (Lesser Antilles).",,,,,38,38-01657,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1657
13801658,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,debilis,SUBSPECIES,FALSE,,YES,Miller,1913,,,,,,,,,,,,,,38,38-01658,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1658
13801659,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,pygmaeus,SUBSPECIES,FALSE,,YES,Miller,1900,,,,,,,,,,,,,,38,38-01659,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1659
13801660,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,fortis,SUBSPECIES,FALSE,,YES,Miller,1913,,,,,,,,,,,,,,38,38-01660,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1660
13801661,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,milleri,SUBSPECIES,FALSE,,YES,Johnson,1952,,,,,,,,,,,,,,38,38-01661,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1661
13801662,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,tropidorhynchus,SUBSPECIES,FALSE,,YES,Gray,1839,,,,,,,,,,,,,,38,38-01662,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1662
13801663,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,molossus,verrilli,SUBSPECIES,FALSE,,YES,J. A. Allen,1908,,,,,,,,,,,,,,38,38-01663,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1656-1663
13801664,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,pretiosus,,SPECIES,FALSE,,YES,Miller,1902,,Proc. Acad. Nat. Sci. Phil.,,,396,,,Miller's Mastiff Bat,"Venezuela, Caracas, LaGuaira.","Guerrero, Oaxaca (Mexico); Nicaragua to Colombia, Venezuela, Guyana, and Brazil.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,,"Listed as a synonym of <i>rufus</i> by Cabrera (1958), but see Jones et al. (1977) and Dolan (1989). Does not include <i>macdougalli</i>; see Dolan (1989). See Jennings et al. (2000).",38,38-01664,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1664
13801665,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,rufus,,SPECIES,FALSE,,YES,E. Geoffroy,1805,,Ann. Mus. Nat. Hist. Paris,6,,155,,,Black Mastiff Bat,"French Guiana, Cayenne by restriction (Miller, 1913<i>b</i>).","Tamaulipas, Michoacan, and Sinaloa (Mexico) to Peru, N Argentina, Brazil and Guianas; Trinidad.","IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc) as <i>M</i>. <i>ater</i>. synonyms: <i>albus</i> Wagner, 1843; <i>alecto</i> Temminck, 1827; <i>fluminensis</i> Lataste, 1891; <i>holosericeus</i> Wagner, 1843; <i>myosurus</i> Tschudi, 1844; <i>ursinus</i> Spix, 1823; <b><i>castaneus</i></b> Geoffroy, 1805; <b><i>nigricans</i></b> Miller, 1902; <i>macdougalli</i> Goodwin, 1956; <i>malagai</i> Villa-R., 1955.",,"Called <i>ater</i> by many authors, but see Carter and Dolan (1978) and Dolan (1989), who argued, based on descriptions of head and ear shape of both taxa, and examination of the specimens labeled as types of <i>rufus</i> in the Muséum National d’Histoire Naturelle in Paris, that <i>Molossus</i> <i>ater</i> Geoffroy, 1805, is really an <i>Eumops</i>, and that <i>rufus</i> is really the correct name for the large <i>Molossus</i> often incorrectly called <i>ater</i>. Lectotype designated by Carter and Dolan (1978). Unfortunately, the type of <i>ater</i> has been lost and its relationships are unclear. Includes <i>malagai</i>; see Jones (1965). Includes <i>macdougalli</i>; see Jones et al. (1977) and Dolan (1989).",38,38-01665,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1665
13801666,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,sinaloae,,SPECIES,FALSE,,YES,J. A. Allen,1906,,Bull. Am. Mus. Nat. Hist.,22,,236,,,Sinaloan Mastiff Bat,"Mexico, Sinaloa, Esquinapa.","Sinaloa and Michoacan (Mexico) to Colombia, Guyana, Surinam, and French Guiana; Trinidad.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>trinitatus</i> </b> Goodwin, 1959.","Includes <i>trinitatus</i>, see Dolan (1989) and Simmons and Voss (1998). Reviewed by Jennings et al. (2002).",38,38-01666,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1666
13801667,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,sinaloae,sinaloae,SUBSPECIES,FALSE,,YES,J. A. Allen,1906,,Bull. Am. Mus. Nat. Hist.,22,,236,,,,"Mexico, Sinaloa, Esquinapa.",,,<b><i>&nbsp;</i> </b>,,38,38-01667,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1666-1667
13801668,CHIROPTERA,,,,Molossidae,Molossinae,,Molossus,,sinaloae,trinitatus,SUBSPECIES,FALSE,,YES,Goodwin,1959,,,,,,,,,,,,,,38,38-01668,38-0001-0000-0000-0000-1559-1563-0000-1648-0000-1666-1668
13801669,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,,,,GENUS,FALSE,,YES,Lesson,1842,,Nouv. Tabl. Regn. Anim. Mammifères,,,18,,"<i>Mops indicus</i> Lesson, 1842 (= <i>Molossus mops</i> de Blainville, 1840).",,,,,"<i>Allomops</i>  J. A. Allen, 1917; <i>Philippinopterus</i> Taylor, 1934; <i>Xiphonycteris</i> Dollman, 1911.","Formerly included in <i>Tadarida</i>, often as a subgenus, but apparently distinct; see Freeman (1981), also see Legendre (1984). Dunlop (1999) provided a key to subgenera and species in this genus. Two subgenera are recognized, <i>Mops</i> and <i>Xiphonycteris</i>.",38,38-01669,38-0001-0000-0000-0000-1559-1563-0000-1669
13801670,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,,,SUBGENUS,FALSE,,YES,Lesson,1842,,Nouv. Tabl. Regn. Anim. Mammifères,,,18,,"<i>Mops indicus</i> Lesson, 1842 (= <i>Molossus mops</i> de Blainville, 1840).",,,,,,,38,38-01670,38-0001-0000-0000-0000-1559-1563-0000-1669-1670
13801671,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,,,SUBGENUS,FALSE,,YES,Dollman,1911,,,,,,,,,,,,,,38,38-01671,38-0001-0000-0000-0000-1559-1563-0000-1669-1671
13801672,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,brachypterus,,SPECIES,FALSE,,YES,Peters,1852,,"Reise nach Mossambique, Säugethiere",,,59,,,Short-winged Free-tailed Bat,"Mozambique, Mozambique Isl (15°S, 40°42'E).",Gambia to Kenya; Tanzania (including Zanzibar and Mafia Isl); Mozambique.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>leonis</i> </b> Thomas, 1908; <i>ochraceus</i> J. A. Allen, 1917.",Subgenus <i>Xiphonycteris</i>.<i> </i>Includes <i>leonis</i>; see El-Rayah (1981).,38,38-01672,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1672
13801673,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,brachypterus,brachypterus,SUBSPECIES,FALSE,,YES,Peters,1852,,"Reise nach Mossambique, Säugethiere",,,59,,,,"Mozambique, Mozambique Isl (15°S, 40°42'E).",,,<b><i>&nbsp;</i> </b>,,38,38-01673,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1672-1673
13801674,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,brachypterus,leonis,SUBSPECIES,FALSE,,YES,Thomas,1908,,,,,,,,,,,,,,38,38-01674,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1672-1674
13801675,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,condylurus,,SPECIES,FALSE,,YES,A. Smith,1833,,S. Afr. Quart. J.,1,,54,,,Angolan Free-tailed Bat,"South Africa, KwaZulu-Natal Prov., Durban.","Mauritania and Senegal to Somalia, south to Angola, Botswana, and KwaZulu-Natal (South Africa).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>angolensis</i>  Peters, 1870; <b><i>orientis</i></b> G. M. Allen and Loveridge, 1942; <b><i>osborni</i></b> J. A. Allen, 1917; <i>fulva</i> Monard, 1939; <i>occidentalis</i> Monard, 1939; <b><i>wonderi</i></b> Sanbron, 1936.","Subgenus <i>Mops</i>.<i> </i>Does not include <i>leucostigma</i>; see Peterson et al., 1995. Distribution mapped by Taylor (2000<i>a</i>).",38,38-01675,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1675
13801676,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,condylurus,condylurus,SUBSPECIES,FALSE,,YES,A. Smith,1833,,S. Afr. Quart. J.,1,,54,,,,"South Africa, KwaZulu-Natal Prov., Durban.",,,,,38,38-01676,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1675-1676
13801677,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,condylurus,orientis,SUBSPECIES,FALSE,,YES,G. M. Allen and Loveridge,1942,,,,,,,,,,,,,,38,38-01677,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1675-1677
13801678,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,condylurus,osborni,SUBSPECIES,FALSE,,YES,J. A. Allen,1917,,,,,,,,,,,,,,38,38-01678,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1675-1678
13801679,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,condylurus,wonderi,SUBSPECIES,FALSE,,YES,Sanbron,1936,,,,,,,,,,,,,,38,38-01679,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1675-1679
13801680,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,congicus,,SPECIES,FALSE,,YES,J. A. Allen,1917,,Bull. Am. Mus. Nat. Hist.,37,,467,,,Congo Free-tailed Bat,"Dem. Rep. Congo, Oriental, Medje.","Cameroon, Dem. Rep. Congo, Uganda. Specimens reported from Ghana and Nigeria actually represent <i>trevori</i> (J. Fahr, pers. comm.). Koopman (1993) included ""perhaps Gambia"" in the distribution, but this was apparently a <i>lapsus</i> for a specimen of <i>demonstrator</i> taken at sea off the coast of Gambia (see Koopman, 1989<i>b</i>).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,,Subgenus <i>Mops</i>.<i> </i>Does not include <i>trevori</i>; see Peterson (1972).,38,38-01680,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1680
13801681,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,demonstrator,,SPECIES,FALSE,,YES,Thomas,1903,,"Ann. Mag. Nat. Hist., ser. 7",12,,504,,,Mongallan Free-tailed Bat,"Sudan, Equatoria, Mongalla.","Sudan, Dem. Rep. Congo, Uganda, Burkina Faso, Ghana, perhaps Gambia (see Koopman, 1989).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,"<i>faradjius</i>  J. A. Allen, 1917.",Subgenus <i>Mops</i>.<i> </i>Koopman (1993) suggested that <i>demonstrator</i> may include <i>niveiventer</i>.,38,38-01681,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1681
13801682,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,leucostigma,,SPECIES,FALSE,,YES,G. M. Allen,1918,,Bull. Mus. Comp. Zool. Harvard,61,4,513,,,Malagasy White-bellied Free-tailed Bat,"Madagascar, Tananarive (= Antananarivo).","E, N, and W Madagascar.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Data Deficient.,,"Subgenus <i>Mops</i>.<i> </i>Formerly included in <i>condylurus</i>, but see Peterson et al. (1995).",38,38-01682,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1682
13801683,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,midas,,SPECIES,FALSE,,YES,Sundevall,1842,1843,Kongl. Svenska Vet.-Akad. Handl. Stockholm,1842,,207,,,Midas' Free-tailed Bat,"Sudan, Blue Nile (= Bahr-el-Abiad Prov.), White Nile River, West bank, Jebel el Funj.","Senegal to Saudi Arabia, south to Botswana, NE South Africa, and Zimbabwe; Madagascar.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>unicolor</i>  A. Grandidier, 1870; <b><i>miarensis</i></b> A. Grandidier, 1869.",Subgenus <i>Mops</i>.<i> </i>Reviewed by Peterson et al. (1995) and Dunlop (1999); also see Harrison and Bates (1991).,38,38-01683,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1683
13801684,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,midas,midas,SUBSPECIES,FALSE,,YES,Sundevall,1842,1843,Kongl. Svenska Vet.-Akad. Handl. Stockholm,1842,,207,,,,"Sudan, Blue Nile (= Bahr-el-Abiad Prov.), White Nile River, West bank, Jebel el Funj.",,,,,38,38-01684,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1683-1684
13801685,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,midas,miarensis,SUBSPECIES,FALSE,,YES,A. Grandidier,1869,,,,,,,,,,,,,,38,38-01685,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1683-1685
13801686,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,mops,,SPECIES,FALSE,,YES,de Blainville,1840,,Osteogr. Mamm.,pt. 5 (Vespertilio),,101,,,Malayan Free-tailed Bat,"Indonesia, Sumatra.","W Malaysia, Sumatra, Borneo, perhaps Java.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>indicus</i>  Lesson, 1842 [<i>nomen nudum</i>]; <i>mops</i> F. Cuvier, 1824 [<i>nomen nudum</i>]; <i>tenuis</i> Temminck, 1827 [not Horsefield, 1822].","Subgenus <i>Mops</i>.<i> Dysopes</i> <i>labiatus</i> Temminck, 1827, may be an older name for this taxon; see discussion in Hill (1961<i>b</i>) and Corbet and Hill (1992). Possibly includes <i>sarasinorum</i>; see Corbet and Hill (1992).",38,38-01686,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1686
13801687,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,nanulus,,SPECIES,FALSE,,YES,J. A. Allen,1917,,Bull. Am. Mus. Nat. Hist.,37,,477,,,Dwarf Free-tailed Bat,"Dem. Rep. Congo, Oriental, Niangara.","Sierra Leone to Ethiopia and Kenya. A previous report of this species from The Gambia is in error, probably based on a specimen of <i>brachypterus</i> (J. Fahr, pers. comm.)",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>calabarensis</i>  Hayman, 1940.",Subgenus <i>Xiphonycteris</i>.,38,38-01687,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1687
13801688,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,niangarae,,SPECIES,FALSE,,YES,J. A. Allen,1917,,Bull. Am. Mus. Nat. Hist.,37,,468,,,Niangaran Free-tailed Bat,"Dem. Rep. Congo, Oriental, Niangara.",Dem. Rep. Congo (known only from the holotype).,IUCN 2003 and IUCN/SSC Action Plan (2001) – Critically Endangered.,,"Subgenus <i>Mops</i>.<i> </i>Peterson (1972) included this species in <i>trevori</i>, while Hayman and Hill (1971) listed it as a subspecies of <i>Tadarida</i> <i>congica</i> (= <i>Mops</i> <i>congicus</i>). Freeman (1981) found that holotype skull differed significantly from skulls of both <i>trevori</i> and <i>congicus</i>, and therefore retained <i>niangarae</i> a distinct species. I follow this treatment pending a more formal revision of the <i>trevori</i>/<i>congicus</i> complex.",38,38-01688,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1688
13801689,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,niveiventer,,SPECIES,FALSE,,YES,Cabrera and Ruxton,1926,,"Ann. Mag. Nat. Hist., ser. 9",17,,594,,,White-bellied Free-tailed Bat,"Dem. Rep. Congo, Kasai Occidental, Luluabourg (= Kananga).","Dem. Rep. Congo, Rwanda, Burundi, Tanzania, Angola, Zambia, Mozambique. Records from Botswana and Madagascar are erroneous; Botswana records are now thought to represent <i>condylurus</i> while Madagascar records represent <i>leucostigma</i> (see Hayman and Hill [1971], Meester et al. [1986], and Peterson et al. [1995]).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>chitauensis</i>  Hill, 1937.","Subgenus <i>Mops</i>.<i> </i>Clearly distinct from <i>condylurus</i>, see Ansell (1967), Hayman and Hill (1971), and Meester et al. (1986). Koopman (1993) suggested that <i>niveiventer</i> is possibly a subspecies of <i>demonstrator</i>. Reviewed in part by Van Cakenberghe et al. (1999).",38,38-01689,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1689
13801690,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,petersoni,,SPECIES,FALSE,,YES,El Rayah,1981,,R. Ontario Mus. Life Sci. Occas. Pap.,36,,3,,,Peterson's Free-tailed Bat,"Cameroon, 15 km S Kumba (4°39'N, 9°26'E).","Cameroon and Ghana. Koopman (1993) included ""perhaps Sierra Leone"" in the distribution, but there are apparently no documented records from that country (J. Fahr, pers. comm.).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,,Subgenus <i>Xiphonycteris</i>.,38,38-01690,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1690
13801691,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,sarasinorum,,SPECIES,FALSE,,YES,A. Meyer,1899,,Abh. Zool. Anthrop.-Ethnolog. Mus. Dresden,7,7,16,,,Sulawesian Free-tailed Bat,"Indonesia, Sulawesi, Batulappa (North of Lake Tempe).",Sulawesi (Indonesia) and adjacent small islands; Philippines.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,"<b><i>lanei</i> </b> Taylor, 1934.",Subgenus <i>Mops</i>.<i> </i>Includes <i>lanei</i> (formerly included in <i>Philippinopterus</i>); see Freeman (1981) and Hill and Rozendaal (1989). Possibly conspecific with <i>mops</i>; see Corbet and Hill (1992).,38,38-01691,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1691
13801692,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,sarasinorum,sarasinorum,SUBSPECIES,FALSE,,YES,A. Meyer,1899,,Abh. Zool. Anthrop.-Ethnolog. Mus. Dresden,7,7,16,,,,"Indonesia, Sulawesi, Batulappa (North of Lake Tempe).",,,<b><i>&nbsp;</i> </b>,,38,38-01692,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1691-1692
13801693,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,sarasinorum,lanei,SUBSPECIES,FALSE,,YES,Taylor,1934,,,,,,,,,,,,,,38,38-01693,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1691-1693
13801694,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,spurrelli,,SPECIES,FALSE,,YES,Dollman,1911,,"Ann. Mag. Nat. Hist., ser. 8",7,,211,,,Spurrell's Free-tailed Bat,"Ghana, Bibianaha.","Guinea to Rio Muni, Bioko (Equatorial Guinea), Central African Republic, and Dem. Rep. Congo.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,,Subgenus <i>Xiphonycteris</i>.,38,38-01694,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1694
13801695,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Xiphonycteris,thersites,,SPECIES,FALSE,,YES,Thomas,1903,,"Ann. Mag. Nat. Hist., ser. 7",12,,634,,,Railer Free-tailed Bat,"Cameroon, Efulen.",Sierra Leone to Rwanda; Bioko (Equatorial Guinea); perhaps Mozambique and Zanzibar.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<i>occipitalis</i>  J. A. Allen, 1917.",Subgenus <i>Xiphonycteris</i>.,38,38-01695,38-0001-0000-0000-0000-1559-1563-0000-1669-1671-1695
13801696,CHIROPTERA,,,,Molossidae,Molossinae,,Mops,Mops,trevori,,SPECIES,FALSE,,YES,J. A. Allen,1917,,Bull. Am. Mus. Nat. Hist.,37,,468,,,Trevor's Free-tailed Bat,"Dem. Rep. Congo, Oriental, Faradje.","NE Dem. Rep. Congo, Uganda, Sudan, Ghana, Nigeria.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (nt).,,"Subgenus <i>Mops</i>.<i> </i>Formerly included <i>niangarae</i>; see Peterson (1972) and Freeman (1981). Specimens reported as <i>congicus</i> from Ghana and Nigeria actually represent <i>trevori</i> (J. Fahr, pers. comm.).",38,38-01696,38-0001-0000-0000-0000-1559-1563-0000-1669-1670-1696
13801697,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,,,GENUS,FALSE,,YES,Peters,1865,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1865,,258,,"<i>Nyctinomus</i> (<i>Mormopterus</i>) <i>jugularis</i> Peters, 1865.",,,,,"<i>Micronomus</i>  Troughton, 1943.","Formerly included in <i>Tadarida</i> but apparently distinct; see Koopman (1975) and Legendre (1984), but also see Freeman (1981). Does not include <i>Platymops</i> and <i>Sauromys</i>; see Corbet and Hill (1992) and Peterson et al. (1995). Species groups follow Koopman (1994). This genus apparently includes at least seven undescribed species in Australia; see Adams et al. (1988), Churchill (1998), and Menkhorst and Knight (2001). These forms have already been given common names (Churchill, 1998): Eastern Freetail Bat, Inland Freetail Bat, Little Northern Freetail Bat, Little Western Freetail Bat, Southern Freetail Bat, Western Freetail Bat, and Hairy-nosed Freetail Bat.",38,38-01697,38-0001-0000-0000-0000-1559-1563-0000-1697
13801698,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,acetabulosus,,SPECIES,FALSE,,YES,Hermann,1804,,Observ. Zool.,,,19,,,Mauritian Little Mastiff Bat,"Mauritius, Port Louis.","Réunion and Mauritius (Mascarene Isls), and a single record from Ethiopia. A record from South Africa is questionable, and no specimens are known from Madagascar despite several reports to the contrary (Peterson et al., 1995).",IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,"<i>natalensis</i>  A. Smith, 1847.",<i>acetabulosus</i> species group. Reviewed by Peterson et al. (1995).,38,38-01698,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1698
13801699,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,beccarii,,SPECIES,FALSE,,YES,Peters,1881,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1881,,484,,,Beccari's Mastiff Bat,"Indonesia, Molucca Isls, Amboina Isl.","Molucca Isls, New Guinea, adjacent small islands, N Australia.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Lower Risk (lc).,"<b><i>astrolabiensis</i> </b> Meyer, 1899.","<i>norfolkensis</i> species group. Includes <i>astrolabiensis</i>, see Freeman (1981) and Hill (1983), also see Flannery (1995<i>a</i>, <i>b</i>) and Bonaccorso (1998). Peterson et al. (1995) listed <i>astrolabiensis</i> as a distinct species with no comment.",38,38-01699,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1699
13801700,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,beccarii,beccarii,SUBSPECIES,FALSE,,YES,Peters,1881,,Monatsb. K. Preuss. Akad. Wiss. Berlin,1881,,484,,,,"Indonesia, Molucca Isls, Amboina Isl.",,,<b><i>&nbsp;</i> </b>,<i>norfolkensis</i> species group.,38,38-01700,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1699-1700
13801701,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,beccarii,astrolabiensis,SUBSPECIES,FALSE,,YES,Meyer,1899,,,,,,,,,,,,,<i>norfolkensis</i> species group.,38,38-01701,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1699-1701
13801702,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,doriae,,SPECIES,FALSE,,YES,K. Andersen,1907,,Ann. Mus. Civ. Stor. Nat. Genova,3,38,42,,,Sumatran Mastiff Bat,"Indonesia, NW Sumatra, Deli, Soekaranda.",Sumatra.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,<i>acetabulosus</i> species group.,38,38-01702,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1702
13801703,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,jugularis,,SPECIES,FALSE,,YES,Peters,1865,,"<i>In</i> Sclater, Proc. Zool. Soc. Lond.",1865,,468,,,Peters's Wrinkle-lipped Bat,"Madagascar, Tananarive (= Antananarivo).",Madagascar.,IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,"<i>albiventer</i>  Dobson, 1877.",<i>acetabulosus</i> species group. Reviewed by Peterson et al. (1995).,38,38-01703,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1703
13801704,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,kalinowskii,,SPECIES,FALSE,,YES,Thomas,1893,,Proc. Zool. Soc. Lond.,1893,,334,,,Kalinowski's Mastiff Bat,"""Central Peru.""","Peru, N Chile.",IUCN 2003 and IUCN/SSC Action Plan (2001) – Vulnerable.,,<i>kalinowskii</i> species group.,38,38-01704,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1704
13801705,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,loriae,,SPECIES,FALSE,,YES,Thomas,1897,,Ann. Mus. Civ. Stor. Nat. Genova,18,,609,,,Loria's Mastiff Bat,"Papua New Guinea, Kamali, mouth of Kemp Welch River, 10°10'S, 147°44'E.",N Australia; New Guinea.,IUCN 2003 – Not evaluated; not considered in IUCN/SSC Action Plan (2001).,"<b><i>cobourgiana</i> </b> Johnson, 1959; <b><i>ridei</i></b> Felten, 1964.","<i>norfolkensis</i> species group. Formerly included in <i>planiceps</i>, but see Flannery (1995<i>a</i>) and Bonaccorso (1998). Also see Hill (1961<i>b</i>) and Koopman (1984<i>c</i>). This complex may include at least two undescribed species; see Menkhorst and Knight (2001).",38,38-01705,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1705
13801706,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,loriae,loriae,SUBSPECIES,FALSE,,YES,Thomas,1897,,Ann. Mus. Civ. Stor. Nat. Genova,18,,609,,,,"Papua New Guinea, Kamali, mouth of Kemp Welch River, 10°10'S, 147°44'E.",,,<b><i>&nbsp;</i> </b>,<i>norfolkensis</i> species group.,38,38-01706,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1705-1706
13801707,CHIROPTERA,,,,Molossidae,Molossinae,,Mormopterus,,loriae,cobourgiana,SUBSPECIES,FALSE,,YES,Johnson,1959,,,,,,,,,,,,,<i>norfolkensis</i> species group.,38,38-01707,38-0001-0000-0000-0000-1559-1563-0000-1697-0000-1705-1707
