"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","species","pcr_samps","sero_samps","filo_samps","hnv_samps","total_samps","surveyed","region","tree_species","filo_surv","hnv_surv","both_surv"
"1737","otomops wroughtoni","Otomops wroughtoni",FALSE,"764470",FALSE,"","1","otomops wroughtoni",0,0,0,0,0,0,"Asia","Otomops_wroughtoni",NA,NA,NA
"2152","otonycteris hemprichii","Otonycteris hemprichii",FALSE,"76928",FALSE,"","1","otonycteris hemprichii",0,0,0,0,0,0,"Africa","Otonycteris_hemprichii",NA,NA,NA
"220","otopteropus cartilagonodus","Otopteropus cartilagonodus",FALSE,"200154",FALSE,"","1","otopteropus cartilagonodus",0,0,0,0,0,0,"Asia","Otopteropus_cartilagonodus",NA,NA,NA
"222","paranyctimene raptor","Paranyctimene raptor",FALSE,"798258",FALSE,"","1","paranyctimene raptor",0,0,0,0,0,0,"Oceania","Paranyctimene_raptor",NA,NA,NA
"223","paranyctimene tenax","Paranyctimene tenax",FALSE,"3613528",FALSE,"","1","paranyctimene tenax",0,0,0,0,0,0,"Oceania","Paranyctimene_tenax",NA,NA,NA
"227","penthetor lucasi","Penthetor lucasi",FALSE,"1008968",FALSE,"","1","penthetor lucasi",0,0,0,0,0,0,"Asia","Penthetor_lucasi",NA,NA,NA
"1028","peropteryx kappleri","Peropteryx kappleri",FALSE,"75160",FALSE,"","1","peropteryx kappleri",0,0,0,0,0,0,"LA","Peropteryx_kappleri",NA,NA,NA
"1031","peropteryx leucoptera","Peropteryx leucoptera",FALSE,"755426",FALSE,"","1","peropteryx leucoptera",0,0,0,0,0,0,"LA","Peropteryx_leucoptera",NA,NA,NA
"1034","peropteryx macrotis","Peropteryx macrotis",FALSE,"75163",FALSE,"","1","peropteryx macrotis",0,0,0,0,0,0,"LA","Peropteryx_macrotis",NA,NA,NA
"1035","peropteryx trinitatis","Peropteryx trinitatis",FALSE,"432533",FALSE,"","1","peropteryx trinitatis",0,0,0,0,0,0,"LA","Peropteryx_trinitatis",NA,NA,NA
"2022","pharotis imogene","Pharotis imogene",FALSE,"3614131",FALSE,"","1","pharotis imogene",0,0,0,0,0,0,"Oceania","Pharotis_imogene",NA,NA,NA
"2288","philetor brachypterus","Philetor brachypterus",FALSE,"546477",FALSE,"","1","philetor brachypterus",0,0,0,0,0,0,"Asia","Philetor_brachypterus",NA,NA,NA
"2713","phoniscus aerosa","Phoniscus aerosa",FALSE,"3613694",FALSE,"","1","phoniscus aerosa",0,0,0,0,0,0,"Africa","Phoniscus_aerosa",NA,NA,NA
"2714","phoniscus atrox","Phoniscus atrox",FALSE,"3613695",FALSE,"","1","phoniscus atrox",0,0,0,0,0,0,"Asia","Phoniscus_atrox",NA,NA,NA
"2715","phoniscus jagorii","Phoniscus jagorii",FALSE,"25394",FALSE,"","1","phoniscus jagorii",0,0,0,0,0,0,"Asia","Phoniscus_jagorii",NA,NA,NA
"2716","phoniscus papuensis","Phoniscus papuensis",FALSE,"3613696",FALSE,"","1","phoniscus papuensis",0,0,0,0,0,0,"Oceania","Phoniscus_papuensis",NA,NA,NA
"1267","phylloderma stenops","Phylloderma stenops",FALSE,"792612",FALSE,"","1","phylloderma stenops",0,0,0,0,0,0,"LA","Phylloderma_stenops",NA,NA,NA
"1119","phyllonycteris aphylla","Phyllonycteris aphylla",FALSE,"546391",FALSE,"","1","phyllonycteris aphylla",0,0,0,0,0,0,"LA","Phyllonycteris_aphylla",NA,NA,NA
"1120","phyllonycteris major","Phyllonycteris major",FALSE,"3613604",FALSE,"","1","phyllonycteris major",0,0,0,0,0,0,"LA","Phyllonycteris_major",NA,NA,NA
"1121","phyllonycteris poeyi","Phyllonycteris poeyi",FALSE,"1066076",FALSE,"","1","phyllonycteris poeyi",0,0,0,0,0,0,"LA","Phyllonycteris_poeyi",NA,NA,NA
"1419","phyllops falcatus","Phyllops falcatus",FALSE,"1066070",FALSE,"","1","phyllops falcatus",0,0,0,0,0,0,"LA","Phyllops_falcatus",NA,NA,NA
"1272","phyllostomus discolor","Phyllostomus discolor",FALSE,"459982",FALSE,"","1","phyllostomus discolor",0,0,0,0,0,0,"LA","Phyllostomus_discolor",NA,NA,NA
"1275","phyllostomus elongatus","Phyllostomus elongatus",FALSE,"1011474",FALSE,"","1","phyllostomus elongatus",0,0,0,0,0,0,"LA","Phyllostomus_elongatus",NA,NA,NA
"1276","phyllostomus hastatus","Phyllostomus hastatus",FALSE,"761775",FALSE,"","1","phyllostomus hastatus",0,0,0,0,0,0,"LA","Phyllostomus_hastatus",NA,NA,NA
"1279","phyllostomus latifolius","Phyllostomus latifolius",FALSE,"860216",FALSE,"","1","phyllostomus latifolius",0,0,0,0,0,0,"LA","Phyllostomus_latifolius",NA,NA,NA
"2049","pipistrellus abramus","Pipistrellus abramus",FALSE,"570453",FALSE,"SIBLING_HIGHER","1","pipistrellus abramus",0,0,0,0,0,0,"Asia","Pipistrellus_abramus",NA,NA,NA
"2050","pipistrellus adamsi","Pipistrellus adamsi",FALSE,"3613865",FALSE,"SIBLING_HIGHER","1","pipistrellus adamsi",0,0,0,0,0,0,"Australia","Pipistrellus_adamsi",NA,NA,NA
"2051","pipistrellus aero","Pipistrellus aero",FALSE,"3613867",FALSE,"SIBLING_HIGHER","1","pipistrellus aero",0,0,0,0,0,0,"Africa","Pipistrellus_aero",NA,NA,NA
"2052","pipistrellus angulatus","Pipistrellus angulatus",FALSE,"3613860",FALSE,"SIBLING_HIGHER","1","pipistrellus angulatus",0,0,0,0,0,0,"Oceania","Pipistrellus_angulatus",NA,NA,NA
"2055","pipistrellus ceylonicus","Pipistrellus ceylonicus",FALSE,"743848",FALSE,"SIBLING_HIGHER","1","pipistrellus ceylonicus",0,0,0,0,0,0,"Asia","Pipistrellus_ceylonicus",NA,NA,NA
"2063","pipistrellus collinus","Pipistrellus collinus",FALSE,"3613862",FALSE,"SIBLING_HIGHER","1","pipistrellus collinus",0,0,0,0,0,0,"Oceania","Pipistrellus_collinus",NA,NA,NA
"2064","pipistrellus coromandra","Pipistrellus coromandra",FALSE,"687569",FALSE,"SIBLING_HIGHER","1","pipistrellus coromandra",0,0,0,0,0,0,"Asia","Pipistrellus_coromandra",NA,NA,NA
"2065","pipistrellus deserti","Pipistrellus deserti",FALSE,"169165",FALSE,"SIBLING_HIGHER","1","pipistrellus deserti",0,0,0,0,0,0,"Africa","Pipistrellus_deserti",NA,NA,NA
"2066","pipistrellus endoi","Pipistrellus endoi",FALSE,"3613870",FALSE,"SIBLING_HIGHER","1","pipistrellus endoi",0,0,0,0,0,0,"Asia","Pipistrellus_endoi",NA,NA,NA
"2067","pipistrellus hesperidus","Pipistrellus hesperidus",FALSE,"1053242",FALSE,"SIBLING_HIGHER","1","pipistrellus hesperidus",0,0,0,0,0,0,"Africa","Pipistrellus_hesperidus",NA,NA,NA
"2071","pipistrellus hesperus","Parastrellus hesperus",FALSE,"1034632",TRUE,"","1","pipistrellus hesperus",0,0,0,0,0,0,"NA","Parastrellus_hesperus",NA,NA,NA
"2074","pipistrellus inexspectatus","Pipistrellus inexspectatus",FALSE,"3613839",FALSE,"SIBLING_HIGHER","1","pipistrellus inexspectatus",0,0,0,0,0,0,"Africa","Pipistrellus_inexspectatus",NA,NA,NA
"2081","pipistrellus kuhlii","Pipistrellus kuhlii",FALSE,"867394",FALSE,"SIBLING_HIGHER","1","pipistrellus kuhlii",0,0,0,0,0,0,"Europe","Pipistrellus_kuhlii",NA,NA,NA
"2085","pipistrellus maderensis","Pipistrellus maderensis",FALSE,"924729",FALSE,"SIBLING_HIGHER","1","pipistrellus maderensis",0,0,0,0,0,0,"Europe","Pipistrellus_maderensis",NA,NA,NA
"2086","pipistrellus minahassae","Pipistrellus minahassae",FALSE,"3613874",FALSE,"SIBLING_HIGHER","1","pipistrellus minahassae",0,0,0,0,0,0,"Asia","Pipistrellus_minahassae",NA,NA,NA
"2087","pipistrellus nanulus","Pipistrellus nanulus",FALSE,"685877",FALSE,"SIBLING_HIGHER","1","pipistrellus nanulus",0,0,0,0,0,0,"Africa","Pipistrellus_nanulus",NA,NA,NA
"2088","pipistrellus nathusii","Pipistrellus nathusii",FALSE,"867399",FALSE,"SIBLING_HIGHER","1","pipistrellus nathusii",0,0,0,0,0,0,"Europe","Pipistrellus_nathusii",NA,NA,NA
"2089","pipistrellus papuanus","Pipistrellus papuanus",FALSE,"3613877",FALSE,"SIBLING_HIGHER","1","pipistrellus papuanus",0,0,0,0,0,0,"Asia","Pipistrellus_papuanus",NA,NA,NA
"2090","pipistrellus paterculus","Pipistrellus paterculus",FALSE,"703412",FALSE,"SIBLING_HIGHER","1","pipistrellus paterculus",0,0,0,0,0,0,"Asia","Pipistrellus_paterculus",NA,NA,NA
"2093","pipistrellus permixtus","Pipistrellus permixtus",FALSE,"3613827",FALSE,"SIBLING_HIGHER","1","pipistrellus permixtus",0,0,0,0,0,0,"Africa","Pipistrellus_permixtus",NA,NA,NA
"2097","pipistrellus pygmaeus","Pipistrellus pygmaeus",FALSE,"366823",FALSE,"SIBLING_HIGHER","1","pipistrellus pygmaeus",0,0,0,0,0,0,"Europe","Pipistrellus_pygmaeus",NA,NA,NA
"2098","pipistrellus rueppellii","Pipistrellus rueppellii",FALSE,"169161",FALSE,"SIBLING_HIGHER","1","pipistrellus rueppellii",0,0,0,0,0,0,"Africa","Pipistrellus_rueppellii",NA,NA,NA
"2105","pipistrellus rusticus","Pipistrellus rusticus",FALSE,"790967",FALSE,"SIBLING_HIGHER","1","pipistrellus rusticus",0,0,0,0,0,0,"Africa","Pipistrellus_rusticus",NA,NA,NA
"2108","pipistrellus stenopterus","Pipistrellus stenopterus",FALSE,"981288",FALSE,"SIBLING_HIGHER","1","pipistrellus stenopterus",0,0,0,0,0,0,"Asia","Pipistrellus_stenopterus",NA,NA,NA
"2109","pipistrellus sturdeei","Pipistrellus sturdeei",FALSE,"3613843",FALSE,"SIBLING_HIGHER","1","pipistrellus sturdeei",0,0,0,0,0,0,"Asia","Pipistrellus_sturdeei",NA,NA,NA
"2110","pipistrellus subflavus","Pipistrellus subflavus",FALSE,"977400",FALSE,"SIBLING_HIGHER","1","pipistrellus subflavus",0,0,0,0,0,0,"NA","Pipistrellus_subflavus",NA,NA,NA
"2115","pipistrellus tenuis","Pipistrellus tenuis",FALSE,"687548",FALSE,"SIBLING_HIGHER","1","pipistrellus tenuis",0,0,0,0,0,0,"Asia","Pipistrellus_tenuis",NA,NA,NA
"2124","pipistrellus wattsi","Pipistrellus wattsi",FALSE,"3613849",FALSE,"SIBLING_HIGHER","1","pipistrellus wattsi",0,0,0,0,0,0,"Oceania","Pipistrellus_wattsi",NA,NA,NA
"2125","pipistrellus westralis","Pipistrellus westralis",FALSE,"3613859",FALSE,"SIBLING_HIGHER","1","pipistrellus westralis",0,0,0,0,0,0,"Australia","Pipistrellus_westralis",NA,NA,NA
"1204","platalina genovensium","Platalina genovensium",FALSE,"823391",FALSE,"","1","platalina genovensium",0,0,0,0,0,0,"LA","Platalina_genovensium",NA,NA,NA
"1739","platymops setiger","Platymops setiger",FALSE,"3613997",FALSE,"","1","platymops setiger",0,0,0,0,0,0,"Africa","Platymops_setiger",NA,NA,NA
"1423","platyrrhinus aurarius","Platyrrhinus aurarius",FALSE,"132184",FALSE,"","1","platyrrhinus aurarius",0,0,0,0,0,0,"LA","Platyrrhinus_aurarius",NA,NA,NA
"1424","platyrrhinus brachycephalus","Platyrrhinus brachycephalus",FALSE,"295643",FALSE,"","1","platyrrhinus brachycephalus",0,0,0,0,0,0,"LA","Platyrrhinus_brachycephalus",NA,NA,NA
"1425","platyrrhinus chocoensis","Platyrrhinus chocoensis",FALSE,"4943047",FALSE,"","1","platyrrhinus chocoensis",0,0,0,0,0,0,"LA","Platyrrhinus_chocoensis",NA,NA,NA
"1426","platyrrhinus dorsalis","Platyrrhinus dorsalis",FALSE,"981722",FALSE,"","1","platyrrhinus dorsalis",0,0,0,0,0,0,"LA","Platyrrhinus_dorsalis",NA,NA,NA
"1427","platyrrhinus helleri","Platyrrhinus helleri",FALSE,"927279",FALSE,"","1","platyrrhinus helleri",0,0,0,0,0,0,"LA","Platyrrhinus_helleri",NA,NA,NA
"1430","platyrrhinus infuscus","Platyrrhinus infuscus",FALSE,"348435",FALSE,"","1","platyrrhinus infuscus",0,0,0,0,0,0,"LA","Platyrrhinus_infuscus",NA,NA,NA
"1434","platyrrhinus recifinus","Platyrrhinus recifinus",FALSE,"348438",FALSE,"","1","platyrrhinus recifinus",0,0,0,0,0,0,"LA","Platyrrhinus_recifinus",NA,NA,NA
"1435","platyrrhinus umbratus","Platyrrhinus umbratus",FALSE,"4943048",FALSE,"","1","platyrrhinus umbratus",0,0,0,0,0,0,"LA","Platyrrhinus_umbratus",NA,NA,NA
"1439","platyrrhinus vittatus","Platyrrhinus vittatus",FALSE,"348440",FALSE,"","1","platyrrhinus vittatus",0,0,0,0,0,0,"LA","Platyrrhinus_vittatus",NA,NA,NA
"2154","plecotus alpinus","Plecotus macrobullaris",FALSE,"50014",TRUE,"","1","plecotus alpinus",0,0,0,0,0,0,"Europe","Plecotus_macrobullaris",NA,NA,NA
"2155","plecotus auritus","Plecotus auritus",FALSE,"350140",FALSE,"","1","plecotus auritus",0,0,0,0,0,0,"Asia","Plecotus_auritus",NA,NA,NA
"2161","plecotus austriacus","Plecotus austriacus",FALSE,"1080291",FALSE,"","1","plecotus austriacus",0,0,0,0,0,0,"Europe","Plecotus_austriacus",NA,NA,NA
"2168","plecotus balensis","Plecotus balensis",FALSE,"17470",FALSE,"","1","plecotus balensis",0,0,0,0,0,0,"Africa","Plecotus_balensis",NA,NA,NA
"2169","plecotus kolombatovici","Plecotus kolombatovici",FALSE,"580539",FALSE,"","1","plecotus kolombatovici",0,0,0,0,0,0,"Europe","Plecotus_kolombatovici",NA,NA,NA
"2170","plecotus sardus","Plecotus sardus",FALSE,"379175",FALSE,"","1","plecotus sardus",0,0,0,0,0,0,"Europe","Plecotus_sardus",NA,NA,NA
"2171","plecotus taivanus","Plecotus taivanus",FALSE,"3613821",FALSE,"","1","plecotus taivanus",0,0,0,0,0,0,"Asia","Plecotus_taivanus",NA,NA,NA
"2172","plecotus teneriffae","Plecotus teneriffae",FALSE,"264117",FALSE,"","1","plecotus teneriffae",0,0,0,0,0,0,"Europe","Plecotus_teneriffae",NA,NA,NA
"229","plerotes anchietae","Plerotes anchietae",FALSE,"3613544",FALSE,"","1","plerotes anchietae",0,0,0,0,0,0,"Africa","Plerotes_anchietae",NA,NA,NA
"1743","promops centralis","Promops centralis",FALSE,"301613",FALSE,"","1","promops centralis",0,0,0,0,0,0,"LA","Promops_centralis",NA,NA,NA
"1747","promops nasutus","Promops nasutus",FALSE,"3613991",FALSE,"","1","promops nasutus",0,0,0,0,0,0,"LA","Promops_nasutus",NA,NA,NA
"232","ptenochirus minor","Ptenochirus minor",FALSE,"200150",FALSE,"","1","ptenochirus minor",0,0,0,0,0,0,"Asia","Ptenochirus_minor",NA,NA,NA
"234","pteralopex acrodonta","Mirimiri acrodonta",FALSE,"48401",TRUE,"","1","pteralopex acrodonta",0,0,0,0,0,0,"Oceania","Mirimiri_acrodonta",NA,NA,NA
"235","pteralopex anceps","Pteralopex anceps",FALSE,"3613527",FALSE,"","1","pteralopex anceps",0,0,0,0,0,0,"Oceania","Pteralopex_anceps",NA,NA,NA
"236","pteralopex atrata","Pteralopex atrata",FALSE,"164526",FALSE,"","1","pteralopex atrata",0,0,0,0,0,0,"Oceania","Pteralopex_atrata",NA,NA,NA
"237","pteralopex pulchra","Pteralopex pulchra",FALSE,"3613526",FALSE,"","1","pteralopex pulchra",0,0,0,0,0,0,"Oceania","Pteralopex_pulchra",NA,NA,NA
"238","pteralopex taki","Pteralopex taki",FALSE,"3613524",FALSE,"","1","pteralopex taki",0,0,0,0,0,0,"Oceania","Pteralopex_taki",NA,NA,NA
"1483","pteronotus davyi","Pteronotus davyi",FALSE,"759858",FALSE,"","1","pteronotus davyi",0,0,0,0,0,0,"LA","Pteronotus_davyi",NA,NA,NA
"1487","pteronotus gymnonotus","Pteronotus gymnonotus",FALSE,"554240",FALSE,"","1","pteronotus gymnonotus",0,0,0,0,0,0,"LA","Pteronotus_gymnonotus",NA,NA,NA
"1488","pteronotus macleayii","Pteronotus macleayii",FALSE,"554244",FALSE,"","1","pteronotus macleayii",0,0,0,0,0,0,"LA","Pteronotus_macleayii",NA,NA,NA
"1491","pteronotus parnellii","Pteronotus parnellii",FALSE,"867405",FALSE,"","1","pteronotus parnellii",0,0,0,0,0,0,"LA","Pteronotus_parnellii",NA,NA,NA
"1501","pteronotus personatus","Pteronotus personatus",FALSE,"554238",FALSE,"","1","pteronotus personatus",0,0,0,0,0,0,"LA","Pteronotus_personatus",NA,NA,NA
"1504","pteronotus pristinus","Pteronotus pristinus",FALSE,"3614025",FALSE,"","1","pteronotus pristinus",0,0,0,0,0,0,"LA","Pteronotus_pristinus",NA,NA,NA
"1505","pteronotus quadridens","Pteronotus quadridens",FALSE,"554242",FALSE,"","1","pteronotus quadridens",0,0,0,0,0,0,"LA","Pteronotus_quadridens",NA,NA,NA
"240","pteropus admiralitatum","Pteropus admiralitatum",FALSE,"164528",FALSE,"","1","pteropus admiralitatum",0,0,0,0,0,0,"Oceania","Pteropus_admiralitatum",NA,NA,NA
"245","pteropus aldabrensis","Pteropus aldabrensis",FALSE,"1034141",FALSE,"","1","pteropus aldabrensis",0,0,0,0,0,0,"Africa","Pteropus_aldabrensis",NA,NA,NA
"246","pteropus alecto","Pteropus alecto",FALSE,"813028",FALSE,"","1","pteropus alecto",0,0,0,0,0,0,"Asia","Pteropus_alecto",NA,NA,NA
"251","pteropus anetianus","Pteropus anetianus",FALSE,"673800",FALSE,"","1","pteropus anetianus",0,0,0,0,0,0,"Oceania","Pteropus_anetianus",NA,NA,NA
"259","pteropus aruensis","Pteropus aruensis",FALSE,"3613485",FALSE,"","1","pteropus aruensis",0,0,0,0,0,0,"Asia","Pteropus_aruensis",NA,NA,NA
"260","pteropus banakrisi","Pteropus alecto",FALSE,"813028",TRUE,"","1","pteropus banakrisi",0,0,0,0,0,0,"Australia","Pteropus_alecto",NA,NA,NA
"261","pteropus brunneus","Pteropus brunneus",FALSE,"3613470",FALSE,"","1","pteropus brunneus",0,0,0,0,0,0,"Australia","Pteropus_brunneus",NA,NA,NA
"262","pteropus caniceps","Pteropus caniceps",FALSE,"3613500",FALSE,"","1","pteropus caniceps",0,0,0,0,0,0,"Asia","Pteropus_caniceps",NA,NA,NA
"265","pteropus capistratus","Pteropus capistratus",FALSE,"609464",FALSE,"","1","pteropus capistratus",0,0,0,0,0,0,"Oceania","Pteropus_capistratus",NA,NA,NA
"268","pteropus chrysoproctus","Pteropus chrysoproctus",FALSE,"3613473",FALSE,"","1","pteropus chrysoproctus",0,0,0,0,0,0,"Asia","Pteropus_chrysoproctus",NA,NA,NA
"269","pteropus cognatus","Pteropus cognatus",FALSE,"673799",FALSE,"","1","pteropus cognatus",0,0,0,0,0,0,"Oceania","Pteropus_cognatus",NA,NA,NA
"273","pteropus dasymallus","Pteropus dasymallus",FALSE,"608040",FALSE,"","1","pteropus dasymallus",0,0,0,0,0,0,"Asia","Pteropus_dasymallus",NA,NA,NA
"279","pteropus faunulus","Pteropus faunulus",FALSE,"383385",FALSE,"","1","pteropus faunulus",0,0,0,0,0,0,"Asia","Pteropus_faunulus",NA,NA,NA
"280","pteropus fundatus","Pteropus fundatus",FALSE,"744668",FALSE,"","1","pteropus fundatus",0,0,0,0,0,0,"Oceania","Pteropus_fundatus",NA,NA,NA
"286","pteropus gilliardorum","Pteropus gilliardorum",FALSE,"3613472",FALSE,"","1","pteropus gilliardorum",0,0,0,0,0,0,"Oceania","Pteropus_gilliardorum",NA,NA,NA
"287","pteropus griseus","Pteropus griseus",FALSE,"3613499",FALSE,"","1","pteropus griseus",0,0,0,0,0,0,"Asia","Pteropus_griseus",NA,NA,NA
"291","pteropus howensis","Pteropus howensis",FALSE,"3613475",FALSE,"","1","pteropus howensis",0,0,0,0,0,0,"Oceania","Pteropus_howensis",NA,NA,NA
"309","pteropus insularis","Pteropus insularis",FALSE,"3613489",FALSE,"","1","pteropus insularis",0,0,0,0,0,0,"Oceania","Pteropus_insularis",NA,NA,NA
"312","pteropus intermedius","Pteropus intermedius",FALSE,"3613501",FALSE,"","1","pteropus intermedius",0,0,0,0,0,0,"Asia","Pteropus_intermedius",NA,NA,NA
"313","pteropus keyensis","Pteropus keyensis",FALSE,"3613486",FALSE,"","1","pteropus keyensis",0,0,0,0,0,0,"Asia","Pteropus_keyensis",NA,NA,NA
"314","pteropus leucopterus","Desmalopex leucopterus",FALSE,"740197",TRUE,"","1","pteropus leucopterus",0,0,0,0,0,0,"Asia","Desmalopex_leucopterus",NA,NA,NA
"315","pteropus livingstonii","Pteropus livingstonii",FALSE,"1034139",FALSE,"","1","pteropus livingstonii",0,0,0,0,0,0,"Africa","Pteropus_livingstonii",NA,NA,NA
"316","pteropus lombocensis","Pteropus lombocensis",FALSE,"3613497",FALSE,"","1","pteropus lombocensis",0,0,0,0,0,0,"Asia","Pteropus_lombocensis",NA,NA,NA
"320","pteropus loochoensis","Pteropus loochoensis",FALSE,"3613495",FALSE,"","1","pteropus loochoensis",0,0,0,0,0,0,"Asia","Pteropus_loochoensis",NA,NA,NA
"322","pteropus macrotis","Pteropus macrotis",FALSE,"839849",FALSE,"","1","pteropus macrotis",0,0,0,0,0,0,"Asia","Pteropus_macrotis",NA,NA,NA
"325","pteropus mahaganus","Pteropus mahaganus",FALSE,"3613496",FALSE,"","1","pteropus mahaganus",0,0,0,0,0,0,"Oceania","Pteropus_mahaganus",NA,NA,NA
"326","pteropus mariannus","Pteropus mariannus",FALSE,"340692",FALSE,"","1","pteropus mariannus",0,0,0,0,0,0,"Asia","Pteropus_mariannus",NA,NA,NA
"330","pteropus melanopogon","Pteropus melanopogon",FALSE,"3613477",FALSE,"","1","pteropus melanopogon",0,0,0,0,0,0,"Asia","Pteropus_melanopogon",NA,NA,NA
"331","pteropus melanotus","Pteropus melanotus",FALSE,"3613493",FALSE,"","1","pteropus melanotus",0,0,0,0,0,0,"Asia","Pteropus_melanotus",NA,NA,NA
"337","pteropus molossinus","Pteropus molossinus",FALSE,"340694",FALSE,"","1","pteropus molossinus",0,0,0,0,0,0,"Oceania","Pteropus_molossinus",NA,NA,NA
"338","pteropus neohibernicus","Pteropus neohibernicus",FALSE,"673797",FALSE,"","1","pteropus neohibernicus",0,0,0,0,0,0,"Oceania","Pteropus_neohibernicus",NA,NA,NA
"341","pteropus niger","Pteropus niger",FALSE,"673798",FALSE,"","1","pteropus niger",0,0,0,0,0,0,"Africa","Pteropus_niger",NA,NA,NA
"342","pteropus nitendiensis","Pteropus nitendiensis",FALSE,"3613483",FALSE,"","1","pteropus nitendiensis",0,0,0,0,0,0,"Oceania","Pteropus_nitendiensis",NA,NA,NA
"343","pteropus ocularis","Pteropus ocularis",FALSE,"673795",FALSE,"","1","pteropus ocularis",0,0,0,0,0,0,"Asia","Pteropus_ocularis",NA,NA,NA
"344","pteropus ornatus","Pteropus ornatus",FALSE,"673796",FALSE,"","1","pteropus ornatus",0,0,0,0,0,0,"Oceania","Pteropus_ornatus",NA,NA,NA
"347","pteropus pelewensis","Pteropus pelewensis",FALSE,"3613502",FALSE,"","1","pteropus pelewensis",0,0,0,0,0,0,"Oceania","Pteropus_pelewensis",NA,NA,NA
"348","pteropus personatus","Pteropus personatus",FALSE,"673804",FALSE,"","1","pteropus personatus",0,0,0,0,0,0,"Asia","Pteropus_personatus",NA,NA,NA
"349","pteropus pilosus","Pteropus pilosus",FALSE,"3613482",FALSE,"","1","pteropus pilosus",0,0,0,0,0,0,"Oceania","Pteropus_pilosus",NA,NA,NA
"350","pteropus pohlei","Pteropus pohlei",FALSE,"744706",FALSE,"","1","pteropus pohlei",0,0,0,0,0,0,"Asia","Pteropus_pohlei",NA,NA,NA
"351","pteropus poliocephalus","Pteropus poliocephalus",FALSE,"813025",FALSE,"","1","pteropus poliocephalus",0,0,0,0,0,0,"Australia","Pteropus_poliocephalus",NA,NA,NA
"352","pteropus pselaphon","Pteropus pselaphon",FALSE,"3613492",FALSE,"","1","pteropus pselaphon",0,0,0,0,0,0,"Asia","Pteropus_pselaphon",NA,NA,NA
"353","pteropus pumilus","Pteropus pumilus",FALSE,"251394",FALSE,"","1","pteropus pumilus",0,0,0,0,0,0,"Asia","Pteropus_pumilus",NA,NA,NA
"354","pteropus rayneri","Pteropus rayneri",FALSE,"156179",FALSE,"","1","pteropus rayneri",0,0,0,0,0,0,"Oceania","Pteropus_rayneri",NA,NA,NA
"360","pteropus rennelli","Pteropus rennelli",FALSE,"3613488",FALSE,"","1","pteropus rennelli",0,0,0,0,0,0,"Oceania","Pteropus_rennelli",NA,NA,NA
"361","pteropus rodricensis","Pteropus rodricensis",FALSE,"610858",FALSE,"","1","pteropus rodricensis",0,0,0,0,0,0,"Africa","Pteropus_rodricensis",NA,NA,NA
"363","pteropus samoensis","Pteropus samoensis",FALSE,"99588",FALSE,"","1","pteropus samoensis",0,0,0,0,0,0,"Oceania","Pteropus_samoensis",NA,NA,NA
"370","pteropus speciosus","Pteropus speciosus",FALSE,"251395",FALSE,"","1","pteropus speciosus",0,0,0,0,0,0,"Asia","Pteropus_speciosus",NA,NA,NA
"371","pteropus subniger","Pteropus subniger",FALSE,"3613498",FALSE,"","1","pteropus subniger",0,0,0,0,0,0,"Africa","Pteropus_subniger",NA,NA,NA
"372","pteropus temminckii","Pteropus temminckii",FALSE,"813043",FALSE,"","1","pteropus temminckii",0,0,0,0,0,0,"Asia","Pteropus_temminckii",NA,NA,NA
"375","pteropus tokudae","Pteropus tokudae",FALSE,"3613479",FALSE,"","1","pteropus tokudae",0,0,0,0,0,0,"Oceania","Pteropus_tokudae",NA,NA,NA
"376","pteropus tonganus","Pteropus tonganus",FALSE,"610860",FALSE,"","1","pteropus tonganus",0,0,0,0,0,0,"Oceania","Pteropus_tonganus",NA,NA,NA
"380","pteropus tuberculatus","Pteropus tuberculatus",FALSE,"3613478",FALSE,"","1","pteropus tuberculatus",0,0,0,0,0,0,"Oceania","Pteropus_tuberculatus",NA,NA,NA
"381","pteropus ualanus","Pteropus ualanus",FALSE,"3613490",FALSE,"","1","pteropus ualanus",0,0,0,0,0,0,"Oceania","Pteropus_ualanus",NA,NA,NA
"389","pteropus vetulus","Pteropus vetulus",FALSE,"99587",FALSE,"","1","pteropus vetulus",0,0,0,0,0,0,"Oceania","Pteropus_vetulus",NA,NA,NA
"390","pteropus voeltzkowi","Pteropus voeltzkowi",FALSE,"1034137",FALSE,"","1","pteropus voeltzkowi",0,0,0,0,0,0,"Africa","Pteropus_voeltzkowi",NA,NA,NA
"391","pteropus woodfordi","Pteropus woodfordi",FALSE,"99590",FALSE,"","1","pteropus woodfordi",0,0,0,0,0,0,"Oceania","Pteropus_woodfordi",NA,NA,NA
"392","pteropus yapensis","Pteropus yapensis",FALSE,"3613494",FALSE,"","1","pteropus yapensis",0,0,0,0,0,0,"Oceania","Pteropus_yapensis",NA,NA,NA
"452","rhinolophus adami","Rhinolophus adami",FALSE,"3614107",FALSE,"","1","rhinolophus adami",0,0,0,0,0,0,"Africa","Rhinolophus_adami",NA,NA,NA
"463","rhinolophus alcyone","Rhinolophus alcyone",FALSE,"597927",FALSE,"","1","rhinolophus alcyone",0,0,0,0,0,0,"Africa","Rhinolophus_alcyone",NA,NA,NA
"472","rhinolophus beddomei","Rhinolophus beddomei",FALSE,"994640",FALSE,"","1","rhinolophus beddomei",0,0,0,0,0,0,"Asia","Rhinolophus_beddomei",NA,NA,NA
